ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTABELECI,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS
506,-46717684,-23434929,355030842000177,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,UNIAO DAS VILAS DE TAIPAS - NIR,"ELISIO TEIXEIRA LEITE,AV,7703",PARADA DE TAIPAS,39712432,02710000,2788667.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
507,-46442459,-23533676,355030837000079,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V N SRA APARECIDA- NIR,"PAULINO SERQUEIRA,R,01",ITAQUERA,61797871,08215160,2789094.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
508,-46524187,-23552513,355030820000075,3550308005078,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,VILA CARRAO - NIR DR. ADHEMAR MONTEIRO PACHECO,"JACI BARBOSA,DR,R,280",CARRAOZINHO,67854728,03447000,2752352.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
509,-46612505,-23482098,355030882000068,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,"ARMANDO DE AGUIAR PUPO,DR -  NISA","NOVA CANTAREIRA,AV,1476",TUCURUVI,29526700,02331002,2751984.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0
510,-46716684,-23524112,355030848000054,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,FERNANDO RAMIREZ CRUZ - NISA,"BRIG GAVI´?¢O PEIXOTO, R.727",LAPA,38652213,05078000,2751941.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0
511,-46603666,-23555510,355030853000023,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,"ITALO DOMIGOS LE VOCCI,DR- NISA  (MOOCA)","MARINA CRESPI,R,91",MOOCA,22929512,03112090,2751917.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0
512,-46731959,-23586132,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JD PERI PERI-NISA,"JOAO GUERRA,R,247",JD. PERI PERI,37420552,05535100,2027240.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0
513,-46685595,-23755005,355030830000013,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MILTON ALDRED,DR- NISA","SAO CAETANO DO SUL,R,381",GRAJAU,59322015,04840230,2751909.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0
514,-46727089,-23484117,355030863000002,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,PIRITUBA - NISA,"MENOTTI LAUDISIO,AV,100",PIRITUBA,39747000,02945000,6670849.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0
515,-46440472,-23496403,355030874000093,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES DA SILVA - NISA,"ANTONIO GAMA DE CERQUEIRA,PROF,R,647",V AMERICANA,29569099,08010130,2751976.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0
516,-46442459,-23533676,355030837000079,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V N SRA APARECIDA-NISA,"PAULINO SERQUEIRA,R,01",ITAQUERA,61797871,08215160,2789094.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0
517,-46663549,-23508741,355030821000126,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,"WALTER ELIAS,DR- CASA VERDE BAIXA NISA","MOURAO VIEIRA,R,11",CASA VERDE,38588593,02518020,2091712.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0
518,-46475762,-23538741,355030805000147,3550308005146,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,A E CARVALHO-ESF,"JAPANI,R,7",CID AE CARVALHO,62802373,08220130,2786729.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
519,-46602413,-23521236,355030886000042,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,ABADS - ASSOCIACAO BRASILEIRA DE ASSISTENCIA DESENVOLVIMENTO SOCIAL,"MORVAN DIAS DE FIGUEIREDO, AV., 2801",VILA GUILHERME,29053048,02063000,3210022,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
520,-46625849,-23629857,355030827000061,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,AGUA FUNDA-ESF,"ROSA DE MORAIS,R,91",V  AGUA FUNDA,50736253,04055000,2064855.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
521,-46625849,-23629857,355030827000061,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,AGUA FUNDA-NASF,"ROSA DE MORAIS,R,91",V  AGUA FUNDA,50736253,04055000,2064855.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
522,-46645846,-23628113,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,ALEXANDRE KALIL - SAD,"CECI,AV,2235",PLANALTO PAULISTA,22751999,04065004,2751844.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
523,-46472507,-23499140,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,"ALIPIO CORREA NETO,DR-SAD","RODRIGO DE BRUN,AL,1989",ERM MATARAZZO,69439944,03807230,2082829.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
524,-46595504,-23603258,355030834000134,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,ALMIRANTE DELAMARE - NASF,"MARIATH,ALM,R,62",V HELIOPOLIS,61628018,04218040,3385264.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
525,-46772115,-23645701,355030817000039,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,ALTO DO UMUARAMA-NASF,"ODEMIS,R,468",JD UMUARAMA,58163342,05783180,2786745.000000,1,Municipal,58,PROGRAMAS E SERVICOS,5,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
526,-46643606,-23664546,355030838000108,3550308005163,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,AMERICANOPOLIS-ESF,"CIDADE DE SANTOS,R,46",JABAQUARA,55621476,04336050,2030969.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
527,-46753702,-23647799,355030846000278,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,ANTONIO B DE OLIVEIRA - ESF,TEREZA MAIA PINTO,VILA PREL,55111630,005780390,2789205.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
528,-46499782,-23546886,355030805000139,3550308005149,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,"ANTONIO P FERREIRA VILA LOBOS,DR-ESF","COELHO DE CASTRO,R,95",V  NHOCUNE,67493521,03560030,2786753.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
529,-46575450,-23545780,355030880000099,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,APD TATUAPE - DR. SALOMAO CROCHIK,"PRA´?¢A MANOEL BORGES DE SOUZA NUNESXR.BOM SUCESSO,650",TATUAPE,,003304065,2027607.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
530,-46648857,-23562163,355030807000030,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-CONS. RUA,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601,01330020,2788144.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
531,-46648857,-23562163,355030807000030,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-CONS. RUA EQUIPE,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601,01330020,2788144.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
532,-46648857,-23562163,355030807000030,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-ESF,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601,01330020,2788144.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
533,-46648857,-23562163,355030807000030,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-NASF,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601,01330020,2788144.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
534,-46648857,-23562163,355030807000030,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-PAI,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601,01330020,2788144.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
535,-46644375,-23595438,355030890000165,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ASSOCIACAO PAULISTA DE HOMEOPATIA,"DR DIOGO DE FARIA, R., 839",VILA CLEMENTINO,55710483,04037002,5594448,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
536,-46395525,-23507804,355030836000100,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,"ATUALPA GIRAO RABELO,DR-ESF","ILHA DO ARVOREDO,R,10",V  MORGADOURO,69631436,08140270,6269567.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
537,-46673488,-23469869,355030811000109,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,"AUGUSTO L A GALVAO,DR- NASF","JOAQUINA MARIA SANTOS,R,198",V RICA,38518235,02860110,2786761.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
538,-46565873,-23532816,355030880000026,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,BANCO DE OLHOS DE SAO PAULO SC - SAO PAULO,"CELSO GARCIA, AV. 4815",TATUAPE,20913527,03063000,5281482,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
539,-46595127,-23536554,355030808000008,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,BELENZINHO MARCUS WOLOSKER-CONS RUA ATIVIDADE/UBS,"CELSO GARCIA,AV,1749",CHACARA TATUAPE,62925687,03015000,2752174.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
540,-46595127,-23536554,355030808000008,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,BELENZINHO MARCUS WOLOSKER-CONS RUA EQUIPE/UBS,"CELSO GARCIA,AV,1749",CHACARA TATUAPE,62925687,03015000,2752174.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
541,-46595127,-23536554,355030808000008,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,BELENZINHO MARCUS WOLOSKER-ESF/,"CELSO GARCIA,AV,1749",CHACARA TATUAPE,62925687,03015000,2752174.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
542,-46744962,-23653172,355030846000227,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,BRASILIA - M'BOI NASF,"MAPORE,R,352",JD. SAO LUIZ,55118717,05846390,5313902,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
543,-46733746,-23576598,355030812000007,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,BUTANTA - SAD,"CABRAL DE MENEZES,R,51",V GOMES,37261838,05590050,2786826.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
544,-46622997,-23569025,355030814000050,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,CAMBUCI-ESF,"LACERDA FRANCO,AV,791",SE,32093304,01536000,2786834.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
545,-46641282,-23531379,355030869000100,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,CAMPOS ELISEOS-CONS RUA ATIV,"CLEVELAND,R,374",CAMPOS ELISEOS,33311216,01218000,2786702.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
546,-46396064,-23588073,355030825000084,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CARLOS GENTILE DE MELO-NASF,"TEXTEIS,DOS,AV,3765",CIDADE TIRADENTES,62822522,08490600,4050347.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
547,-46403315,-23596478,355030825000281,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CARMEN PRUDENTE -  SAD,"METALURGICOS,DOS,AV,1797",CIDADE TIRADENTES,61706000,08471000,5420938.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
548,-46565873,-23532816,355030880000026,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,"CARMINO CARICCHIO,DR-SAD","CELSO GARCIA,AV,4815",TATUAPE,61917000,03063000,2080346.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
549,-46657993,-23467198,355030813000028,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CASA VERDE CACHOEIRINHA LIMAO - PAI,"SETE DE DEZEMBRO,R,72",,,02317080,6700268.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
550,-46396326,-23562924,355030831000105,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,"CELSO AUGUSTO DANIEL,PREF-NASF","JORGE MARACCINI PONFILIO,R,S/N",CONJ.HAB.JUCEL.KUBIT,65567997,08465050,3002926.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
551,-46675400,-23605671,355030835000028,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CENESUL CENTRO DE NEFROLOGIA ZONA SUL,"SANTO AMARO, AV.,2524",VILA OLIMPIA,38464000,04556100,3524086,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
552,-46704852,-23770364,355030830000083,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CHACARA DO CONDE - NASF,"CONSTELACAO DO ESQUADRO,R,5",JD. CAMPINAS,59386611,04858010,3992101,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
553,-46724836,-23493315,355030863000016,3550308005310,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,CHACARA INGLESA-SAD,"LIGACAO,DA,R,95",CHACARA INGLESA,38345985,05142120,2786885.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
554,-46746592,-23671269,355030846000030,3550308005223,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CHACARA SANTANA-NASF,"BALTAZAR DE SA,R,383",CHACARA SANTANA,55146448,05831000,4050053.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
555,-46671273,-23655083,355030822000316,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,CIDADE ADEMAR - PAI,"SEBASTIAO ANDRADE BONANI,R,340",JD PROMISSAO,56789364,04649050,5599881.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
556,-46764276,-23719939,355030843000299,3550308005288,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,CIDADE IPAVA - NASF,"TAQUANDAVA,AV,31",CIDADE IPAVA,55171908,04950000,5743583.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
557,-46433011,-23504474,355030874000136,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,CIDADE NOVA SAO MIGUEL-NASF,"MOACIR D. ITAPICURU,1008",CIDADE NOVA S MIGUEL,61513560,08042290,2786915.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
558,-46503068,-23535668,355030891000088,3550308005147,93,VILA MATILDE,21,PENHA,Leste,Leste 1,CIDADE PATRIARCA-SAD,"FREDERICO BROTERO,DR,R,22",JD TRIANA,69581488,03552080,2786923.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
559,-46710050,-23729020,355030823000091,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CLINEFRO CLINICA NEFROLOGICA,"PROFESSOR ENEAS DE SIQUEIRA NETO, R., 549",JARDIM DAS IMBUIAS,59714545,04829300,6207693,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
560,-46658531,-23548811,355030826000005,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,CLINICA DE NEFROLOGIA RENALCLASS,"MATO GROSSO, R., 306",HIGIENOPOLIS,31263900,01239040,6233422,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
561,-46392800,-23496430,355030836000069,3550308005250,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CLINICA NEFROLOGICA DO ITAIM PAULISTA,"MARECHAL TITO, AV.,5483",ITAIM PAULISTA,27511421,08115100,6228194,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
562,-46578430,-23536531,355030880000104,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,CNTT CLINICA NEFROLOGICA,"FELIPE CAMARAO, R.,215",TATUAPE,20984418,03065000,2091569,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
563,-46658680,-23521099,355030806000026,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,CONS RUA  BARRA FUNDA,"ABRAHAO RIBEIRO,283",BARRA FUNDA,32924501,01133020,3913007.000000,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
564,-46641553,-23556468,355030807000093,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,CONS RUA  HUMAITA,"HUMAITA,R,520",BELA VISTA,32411632,01321010,2787113.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
565,-46684651,-23587193,355030835000059,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CONS RUA ATIVIDADE - JOSE DE BARROS MAGALDI,"SALVADOR CARDOSO,R,177",ITAIM BIBI,31686571,04533050,2752301.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
566,-46684651,-23587193,355030835000059,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CONS RUA EQUIPE -JOSE DE BARROS MAGALDI,"SALVADOR CARDOSO,R,177",ITAIM BIBI,31686571,04533050,2752301.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
567,-46651286,-23524356,355030869000043,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,CONSULTORIO NA RUA - BORACEA,"BORACEA,R,270",SANTA CECILIA,,01135010,6048633.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
568,-46639666,-23549916,355030866000044,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,CONSULTORIO NA RUA ATIV REPUBLICA,"BANDEIRA, PRACA DA, 15",REPUBLICA,31010812,01007020,6090621.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
569,-46651286,-23524356,355030869000043,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,CONSULTORIO NA RUA- BORACEA,"BORACEA,R,270",SANTA CECILIA,,01135010,6048633.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
570,-46639666,-23549916,355030866000044,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,CONSULTORIO NA RUA EQUIPE REPUBLICA,"BANDEIRA, PRACA DA, 15",REPUBLICA,31010812,01007020,6090621.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
571,-46512704,-23514631,355030864000119,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,COSTA MELLO-NASF,"LUIS ASSON,165",V MONTEVIDEO,69582981,03624010,2786958.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
572,-46702714,-23483349,355030829000059,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CRUZ DAS ALMAS-NASF,"FELICIANO DOMINGUES,PE,R,90",V  IORIO,39753531,02965140,4049977.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
573,-46661834,-23647305,355030838000123,3550308005097,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CUPECE-ESF,"SANTA CATARINA,AV,1523",V STA CATARINA,55643079,04378300,2786966.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
574,-46398862,-23522490,355030884000158,3550308005252,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,DOM JOAO NERY-NASF,"JOAO NERY,D,ESTR,3462",JD NAZARE,65614680,08151000,2786982.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
575,-46575142,-23570175,355030801000007,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,DOMINGOS DELASCIO - PAI,"FAROL PAULISTANO,R,410",JD ITALIA,69561066,03192060,2752344.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
576,-46720918,-23469815,355030863000119,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,DOMINGOS MANTELLI - ESF,"POVOADO DO RIO NOVO,R,1778",V MIRANTE,39748389,02956020,2787008.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
577,-46605600,-23638072,355030868000113,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,"EDUARDO R RESCHILIAN,DR-ESF","LAFAIETE DE SOUZA CAMARGO,DR,R,40",JD. CLIMAX,63355319,04077380,2042983.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
578,-46713901,-23445946,355030842000192,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,ELISIO TEIXEIRA LEITE-NASF,"JOAO AMADO COUTINHO,R,400",JARAGUA,39712572,02715000,2787024.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
579,-46476222,-23488993,355030828000076,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO-SAD,"ANTONIO DE FREITAS TOLEDO, R., 170",ERMELINO MATARAZZO,,03809060,2065266.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
580,-46492738,-23623076,355030876000323,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,FAZENDA DA JUTA I-NASF,"LEVI LANDAU,R,23",FAZENDA DA JUTA,69199334,03957720,2787040.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
